"","Ligand","category","db","PMID"
"536","ntng2","ECMglycoprots","matrisome","36399478"
"537","sned1","ECMglycoprots","matrisome","36399478"
"538","ntn4","ECMglycoprots","matrisome","36399478"
"539","mfap1","ECMglycoprots","matrisome","36399478"
"540","crispld1","ECMglycoprots","matrisome","36399478"
"541","rspo3","ECMglycoprots","matrisome","36399478"
"542","tspear","ECMglycoprots","matrisome","36399478"
"543","crispld2","ECMglycoprots","matrisome","36399478"
"544","lgi2","ECMglycoprots","matrisome","36399478"
"545","vwa5b2","ECMglycoprots","matrisome","36399478"
"546","bmper","ECMglycoprots","matrisome","36399478"
"547","vwa2","ECMglycoprots","matrisome","36399478"
"548","nell2","ECMglycoprots","matrisome","36399478"
"549","egflam","ECMglycoprots","matrisome","36399478"
"550","crispld2","ECMglycoprots","matrisome","36399478"
"551","fndc7","ECMglycoprots","matrisome","36399478"
"552","vwa7","ECMglycoprots","matrisome","36399478"
"553","sparc","ECMglycoprots","matrisome","36399478"
"554","tinag","ECMglycoprots","matrisome","36399478"
"555","mfap5","ECMglycoprots","matrisome","36399478"
"556","slit1","ECMglycoprots","matrisome","36399478"
"557","ntn3","ECMglycoprots","matrisome","36399478"
"558","vwde","ECMglycoprots","matrisome","36399478"
"559","cthrc1","ECMglycoprots","matrisome","36399478"
"560","vwa3a","ECMglycoprots","matrisome","36399478"
"561","sparcl1","ECMglycoprots","matrisome","36399478"
"562","creld2","ECMglycoprots","matrisome","36399478"
"563","smoc1","ECMglycoprots","matrisome","36399478"
"564","gas6","ECMglycoprots","matrisome","36399478"
"565","lrg1","ECMglycoprots","matrisome","36399478"
"566","rspo1","ECMglycoprots","matrisome","36399478"
"567","igfbp6","ECMglycoprots","matrisome","36399478"
"568","coch","ECMglycoprots","matrisome","36399478"
"569","igfbp2","ECMglycoprots","matrisome","36399478"
"570","fbln7","ECMglycoprots","matrisome","36399478"
"571","smoc1","ECMglycoprots","matrisome","36399478"
"572","crim1","ECMglycoprots","matrisome","36399478"
"573","igfbp2","ECMglycoprots","matrisome","36399478"
"574","ntn5","ECMglycoprots","matrisome","36399478"
"575","igfbp4","ECMglycoprots","matrisome","36399478"
"576","spon2","ECMglycoprots","matrisome","36399478"
"577","creld1","ECMglycoprots","matrisome","36399478"
"578","nell1","ECMglycoprots","matrisome","36399478"
"579","creld1","ECMglycoprots","matrisome","36399478"
"580","zp1","ECMglycoprots","matrisome","36399478"
"581","tsku","ECMglycoprots","matrisome","36399478"
"583","serpina1d","ECMregulators","matrisome","36399478"
"584","serpina1b","ECMregulators","matrisome","36399478"
"585","serpina1a","ECMregulators","matrisome","36399478"
"586","serpina1c","ECMregulators","matrisome","36399478"
"587","serpina3k","ECMregulators","matrisome","36399478"
"588","serpina1e","ECMregulators","matrisome","36399478"
"589","serpina3m","ECMregulators","matrisome","36399478"
"590","pzp","ECMregulators","matrisome","36399478"
"591","serpinc1","ECMregulators","matrisome","36399478"
"592","tgm2","ECMregulators","matrisome","36399478"
"593","serpina3n","ECMregulators","matrisome","36399478"
"594","serpinh1","ECMregulators","matrisome","36399478"
"595","itih2","ECMregulators","matrisome","36399478"
"596","mug2","ECMregulators","matrisome","36399478"
"597","kng1","ECMregulators","matrisome","36399478"
"598","a2m","ECMregulators","matrisome","36399478"
"599","itih4","ECMregulators","matrisome","36399478"
"600","itih3","ECMregulators","matrisome","36399478"
"601","serpina3g","ECMregulators","matrisome","36399478"
"602","serpina6","ECMregulators","matrisome","36399478"
"603","serpinc1","ECMregulators","matrisome","36399478"
"604","serpinf2","ECMregulators","matrisome","36399478"
"605","itih1","ECMregulators","matrisome","36399478"
"606","plg","ECMregulators","matrisome","36399478"
"607","serping1","ECMregulators","matrisome","36399478"
"608","serpina3c","ECMregulators","matrisome","36399478"
"609","serpina1","ECMregulators","matrisome","36399478"
"610","hrg","ECMregulators","matrisome","36399478"
"611","serpind1","ECMregulators","matrisome","36399478"
"612","serpine1","ECMregulators","matrisome","36399478"
"613","plg","ECMregulators","matrisome","36399478"
"614","tgm2","ECMregulators","matrisome","36399478"
"615","f2","ECMregulators","matrisome","36399478"
"616","ctsb","ECMregulators","matrisome","36399478"
"617","loxl1","ECMregulators","matrisome","36399478"
"618","serpina10","ECMregulators","matrisome","36399478"
"619","serpinf1","ECMregulators","matrisome","36399478"
"620","ctss","ECMregulators","matrisome","36399478"
"621","serpinh1","ECMregulators","matrisome","36399478"
"622","p4ha1","ECMregulators","matrisome","36399478"
"623","f13a1","ECMregulators","matrisome","36399478"
"624","ctsd","ECMregulators","matrisome","36399478"
"625","ctsc","ECMregulators","matrisome","36399478"
"626","agt","ECMregulators","matrisome","36399478"
"627","htra1","ECMregulators","matrisome","36399478"
"628","plod2","ECMregulators","matrisome","36399478"
"629","serpine2","ECMregulators","matrisome","36399478"
"630","serpinb6","ECMregulators","matrisome","36399478"
"631","serpinb1a","ECMregulators","matrisome","36399478"
"632","htra1","ECMregulators","matrisome","36399478"
"633","itih1","ECMregulators","matrisome","36399478"
"634","ctsb","ECMregulators","matrisome","36399478"
"635","p4ha1","ECMregulators","matrisome","36399478"
"636","itih2","ECMregulators","matrisome","36399478"
"637","mmp1","ECMregulators","matrisome","36399478"
"638","p4ha2","ECMregulators","matrisome","36399478"
"639","cpn2","ECMregulators","matrisome","36399478"
"640","ctsh","ECMregulators","matrisome","36399478"
"641","itih4","ECMregulators","matrisome","36399478"
"642","serpine2","ECMregulators","matrisome","36399478"
"643","ambp","ECMregulators","matrisome","36399478"
"644","serpina3","ECMregulators","matrisome","36399478"
"645","cd109","ECMregulators","matrisome","36399478"
"646","f12","ECMregulators","matrisome","36399478"
"647","ctsd","ECMregulators","matrisome","36399478"
"648","serpina3f","ECMregulators","matrisome","36399478"
"649","loxl3","ECMregulators","matrisome","36399478"
"650","plod2","ECMregulators","matrisome","36399478"
"651","serpina7","ECMregulators","matrisome","36399478"
"652","plod3","ECMregulators","matrisome","36399478"
"653","ctsa","ECMregulators","matrisome","36399478"
"654","timp3","ECMregulators","matrisome","36399478"
"655","lox","ECMregulators","matrisome","36399478"
"656","ctsk","ECMregulators","matrisome","36399478"
"657","cstb","ECMregulators","matrisome","36399478"
"658","adamts1","ECMregulators","matrisome","36399478"
"659","loxl4","ECMregulators","matrisome","36399478"
"660","serpinf1","ECMregulators","matrisome","36399478"
"661","serpina3a","ECMregulators","matrisome","36399478"
"662","plod1","ECMregulators","matrisome","36399478"
"663","cst3","ECMregulators","matrisome","36399478"
"664","pzp","ECMregulators","matrisome","36399478"
"665","prss1","ECMregulators","matrisome","36399478"
"666","adam22","ECMregulators","matrisome","36399478"
"667","ctsg","ECMregulators","matrisome","36399478"
"668","p4ha2","ECMregulators","matrisome","36399478"
"669","timp3","ECMregulators","matrisome","36399478"
"670","f13a1","ECMregulators","matrisome","36399478"
"671","loxl1","ECMregulators","matrisome","36399478"
"672","mmp9","ECMregulators","matrisome","36399478"
"673","ctsz","ECMregulators","matrisome","36399478"
"674","kng1","ECMregulators","matrisome","36399478"
"675","plod1","ECMregulators","matrisome","36399478"
"676","serping1","ECMregulators","matrisome","36399478"
"677","serpinb1","ECMregulators","matrisome","36399478"
"678","adamtsl1","ECMregulators","matrisome","36399478"
"679","cstb","ECMregulators","matrisome","36399478"
"680","mmp2","ECMregulators","matrisome","36399478"
"681","lpa","ECMregulators","matrisome","36399478"
"682","bmp1","ECMregulators","matrisome","36399478"
"683","itih5","ECMregulators","matrisome","36399478"
"684","adam32","ECMregulators","matrisome","36399478"
"685","loxl2","ECMregulators","matrisome","36399478"
"686","mmp19","ECMregulators","matrisome","36399478"
"687","adam23","ECMregulators","matrisome","36399478"
"688","hrg","ECMregulators","matrisome","36399478"
"689","f13b","ECMregulators","matrisome","36399478"
"690","tgm1","ECMregulators","matrisome","36399478"
"691","serpinb1b","ECMregulators","matrisome","36399478"
"692","serpinb5","ECMregulators","matrisome","36399478"
"693","elane","ECMregulators","matrisome","36399478"
"694","a2m","ECMregulators","matrisome","36399478"
"695","plat","ECMregulators","matrisome","36399478"
"696","tgm3","ECMregulators","matrisome","36399478"
"697","ambp","ECMregulators","matrisome","36399478"
"698","f10","ECMregulators","matrisome","36399478"
"699","loxl4","ECMregulators","matrisome","36399478"
"700","adam10","ECMregulators","matrisome","36399478"
"701","habp2","ECMregulators","matrisome","36399478"
"702","serpine1","ECMregulators","matrisome","36399478"
"703","hyal2","ECMregulators","matrisome","36399478"
"704","prss2","ECMregulators","matrisome","36399478"
"705","prss12","ECMregulators","matrisome","36399478"
"706","mmp2","ECMregulators","matrisome","36399478"
"707","sulf1","ECMregulators","matrisome","36399478"
"708","agt","ECMregulators","matrisome","36399478"
"709","serpinb12","ECMregulators","matrisome","36399478"
"710","adamtsl1","ECMregulators","matrisome","36399478"
"711","plat","ECMregulators","matrisome","36399478"
"712","itih5","ECMregulators","matrisome","36399478"
"713","mmp13","ECMregulators","matrisome","36399478"
"714","serpinb8","ECMregulators","matrisome","36399478"
"715","htra3","ECMregulators","matrisome","36399478"
"716","serpinb1c","ECMregulators","matrisome","36399478"
"717","adamts20","ECMregulators","matrisome","36399478"
"718","lox","ECMregulators","matrisome","36399478"
"719","masp2","ECMregulators","matrisome","36399478"
"720","sulf2","ECMregulators","matrisome","36399478"
"721","serpini1","ECMregulators","matrisome","36399478"
"722","plod3","ECMregulators","matrisome","36399478"
"723","cela2a","ECMregulators","matrisome","36399478"
"724","cd109","ECMregulators","matrisome","36399478"
"725","adam11","ECMregulators","matrisome","36399478"
"726","serpinb5","ECMregulators","matrisome","36399478"
"727","serpind1","ECMregulators","matrisome","36399478"
"728","adam23","ECMregulators","matrisome","36399478"
"729","p4ha3","ECMregulators","matrisome","36399478"
"730","ctsg","ECMregulators","matrisome","36399478"
"731","elane","ECMregulators","matrisome","36399478"
"732","serpini2","ECMregulators","matrisome","36399478"
"733","ctsl","ECMregulators","matrisome","36399478"
"734","timp1","ECMregulators","matrisome","36399478"
"735","loxl2","ECMregulators","matrisome","36399478"
"736","ngly1","ECMregulators","matrisome","36399478"
"737","loxl3","ECMregulators","matrisome","36399478"
"738","adam17","ECMregulators","matrisome","36399478"
"739","mmp9","ECMregulators","matrisome","36399478"
"740","adam22","ECMregulators","matrisome","36399478"
"741","pamr1","ECMregulators","matrisome","36399478"
"742","mmp14","ECMregulators","matrisome","36399478"
"743","pappa","ECMregulators","matrisome","36399478"
"744","itih6","ECMregulators","matrisome","36399478"
"745","timp2","ECMregulators","matrisome","36399478"
"746","adamtsl4","ECMregulators","matrisome","36399478"
"747","cela1","ECMregulators","matrisome","36399478"
"748","adamtsl4","ECMregulators","matrisome","36399478"
"749","slpi","ECMregulators","matrisome","36399478"
"750","ctsz","ECMregulators","matrisome","36399478"
"751","ctsa","ECMregulators","matrisome","36399478"
"752","tll2","ECMregulators","matrisome","36399478"
"753","ctsk","ECMregulators","matrisome","36399478"
"754","tgm3","ECMregulators","matrisome","36399478"
"755","tll1","ECMregulators","matrisome","36399478"
"756","f9","ECMregulators","matrisome","36399478"
"757","serpinb3","ECMregulators","matrisome","36399478"
"758","adamts1","ECMregulators","matrisome","36399478"
"759","serpinf2","ECMregulators","matrisome","36399478"
"760","adam10","ECMregulators","matrisome","36399478"
"761","mmp14","ECMregulators","matrisome","36399478"
"762","sulf1","ECMregulators","matrisome","36399478"
"763","serpina9","ECMregulators","matrisome","36399478"
"764","serpinb4","ECMregulators","matrisome","36399478"
"765","adam9","ECMregulators","matrisome","36399478"
"766","egln1","ECMregulators","matrisome","36399478"
"767","bmp1","ECMregulators","matrisome","36399478"
"768","adamts15","ECMregulators","matrisome","36399478"
"769","adam12","ECMregulators","matrisome","36399478"
"770","prss3","ECMregulators","matrisome","36399478"
"771","adamts2","ECMregulators","matrisome","36399478"
"772","serpinb12","ECMregulators","matrisome","36399478"
"773","serpina12","ECMregulators","matrisome","36399478"
"774","htra4","ECMregulators","matrisome","36399478"
"775","plau","ECMregulators","matrisome","36399478"
"776","ctsc","ECMregulators","matrisome","36399478"
"777","cpamd8","ECMregulators","matrisome","36399478"
"778","adamts3","ECMregulators","matrisome","36399478"
"779","fam20b","ECMregulators","matrisome","36399478"
"780","adam1a","ECMregulators","matrisome","36399478"
"781","pcsk5","ECMregulators","matrisome","36399478"
"782","adamts2","ECMregulators","matrisome","36399478"
"783","adamtsl2","ECMregulators","matrisome","36399478"
"784","pappa2","ECMregulators","matrisome","36399478"
"785","pcsk5","ECMregulators","matrisome","36399478"
"786","adam1b","ECMregulators","matrisome","36399478"
"787","ctsh","ECMregulators","matrisome","36399478"
"788","ctsl","ECMregulators","matrisome","36399478"
"789","adamts12","ECMregulators","matrisome","36399478"
"790","tll2","ECMregulators","matrisome","36399478"
"791","c17orf58","ECMregulators","matrisome","36399478"
"792","adam9","ECMregulators","matrisome","36399478"
"793","serpina6","ECMregulators","matrisome","36399478"
"794","st14","ECMregulators","matrisome","36399478"
"795","serpina5","ECMregulators","matrisome","36399478"
"796","mmp20","ECMregulators","matrisome","36399478"
"797","mmp8","ECMregulators","matrisome","36399478"
"798","serpina4","ECMregulators","matrisome","36399478"
"799","mmp3","ECMregulators","matrisome","36399478"
"800","tll1","ECMregulators","matrisome","36399478"
"801","adamts7","ECMregulators","matrisome","36399478"
"802","ogfod1","ECMregulators","matrisome","36399478"
"803","sulf2","ECMregulators","matrisome","36399478"
"804","mmp12","ECMregulators","matrisome","36399478"
"805","adamts12","ECMregulators","matrisome","36399478"
"806","adamts15","ECMregulators","matrisome","36399478"
"807","adamdec1","ECMregulators","matrisome","36399478"
"808","tgm1","ECMregulators","matrisome","36399478"
"809","hpse2","ECMregulators","matrisome","36399478"
"810","cst3","ECMregulators","matrisome","36399478"
"811","adam17","ECMregulators","matrisome","36399478"
"812","mmp7","ECMregulators","matrisome","36399478"
"813","serpinb8","ECMregulators","matrisome","36399478"
"814","pamr1","ECMregulators","matrisome","36399478"
"815","adamts5","ECMregulators","matrisome","36399478"
"816","serpina7","ECMregulators","matrisome","36399478"
"817","egln1","ECMregulators","matrisome","36399478"
"818","mmp24","ECMregulators","matrisome","36399478"
"819","pcsk6","ECMregulators","matrisome","36399478"
"820","adamtsl3","ECMregulators","matrisome","36399478"
"821","adamts13","ECMregulators","matrisome","36399478"
"822","adam12","ECMregulators","matrisome","36399478"
"823","itih3","ECMregulators","matrisome","36399478"
"824","adamts13","ECMregulators","matrisome","36399478"
"825","st14","ECMregulators","matrisome","36399478"
"826","adamts14","ECMregulators","matrisome","36399478"
"827","adamdec1","ECMregulators","matrisome","36399478"
"828","ctsj","ECMregulators","matrisome","36399478"
"829","ctss","ECMregulators","matrisome","36399478"
"830","serpinb2","ECMregulators","matrisome","36399478"
"831","fam20c","ECMregulators","matrisome","36399478"
"832","mmp20","ECMregulators","matrisome","36399478"
"833","adam19","ECMregulators","matrisome","36399478"
"834","adam15","ECMregulators","matrisome","36399478"
"835","adamts19","ECMregulators","matrisome","36399478"
"836","p4ha3","ECMregulators","matrisome","36399478"
"837","mmp10","ECMregulators","matrisome","36399478"
"838","adam11","ECMregulators","matrisome","36399478"
"839","adamts19","ECMregulators","matrisome","36399478"
"840","egln2","ECMregulators","matrisome","36399478"
"841","adamts18","ECMregulators","matrisome","36399478"
"842","adamts20","ECMregulators","matrisome","36399478"
"843","adamts16","ECMregulators","matrisome","36399478"
"844","adamts18","ECMregulators","matrisome","36399478"
"845","adamts9","ECMregulators","matrisome","36399478"
"846","plau","ECMregulators","matrisome","36399478"
"847","masp1","ECMregulators","matrisome","36399478"
"848","serpinb9","ECMregulators","matrisome","36399478"
"849","f7","ECMregulators","matrisome","36399478"
"850","prss12","ECMregulators","matrisome","36399478"
"851","adamts10","ECMregulators","matrisome","36399478"
"852","masp1","ECMregulators","matrisome","36399478"
"853","adamts10","ECMregulators","matrisome","36399478"
"854","serpina3b","ECMregulators","matrisome","36399478"
"855","adamts5","ECMregulators","matrisome","36399478"
"856","spam1","ECMregulators","matrisome","36399478"
"857","adam19","ECMregulators","matrisome","36399478"
"858","hyal2","ECMregulators","matrisome","36399478"
"859","pappa","ECMregulators","matrisome","36399478"
"860","adamts17","ECMregulators","matrisome","36399478"
"861","adamts6","ECMregulators","matrisome","36399478"
"862","adamts7","ECMregulators","matrisome","36399478"
"863","timp2","ECMregulators","matrisome","36399478"
"864","adamts16","ECMregulators","matrisome","36399478"
"865","adam8","ECMregulators","matrisome","36399478"
"866","adam29","ECMregulators","matrisome","36399478"
"867","adamts8","ECMregulators","matrisome","36399478"
"868","tgm5","ECMregulators","matrisome","36399478"
"869","tgm4","ECMregulators","matrisome","36399478"
"870","hpse","ECMregulators","matrisome","36399478"
"871","serpina2","ECMregulators","matrisome","36399478"
"872","fam20c","ECMregulators","matrisome","36399478"
"873","adam28","ECMregulators","matrisome","36399478"
"874","mmp12","ECMregulators","matrisome","36399478"
"875","mmp28","ECMregulators","matrisome","36399478"
"876","htra3","ECMregulators","matrisome","36399478"
"877","adamts4","ECMregulators","matrisome","36399478"
"878","prss2","ECMregulators","matrisome","36399478"
"879","mmp1a","ECMregulators","matrisome","36399478"
"880","mmp7","ECMregulators","matrisome","36399478"
"881","mmp1b","ECMregulators","matrisome","36399478"
"882","a2ml1","ECMregulators","matrisome","36399478"
"883","mmp21","ECMregulators","matrisome","36399478"
"884","ky","ECMregulators","matrisome","36399478"
"885","adamts4","ECMregulators","matrisome","36399478"
"886","mmp17","ECMregulators","matrisome","36399478"
"887","mmp25","ECMregulators","matrisome","36399478"
"888","egln2","ECMregulators","matrisome","36399478"
"889","hpse2","ECMregulators","matrisome","36399478"
"890","ctsf","ECMregulators","matrisome","36399478"
"891","mmp10","ECMregulators","matrisome","36399478"
"892","adam24","ECMregulators","matrisome","36399478"
"893","hyal4","ECMregulators","matrisome","36399478"
"894","mmp16","ECMregulators","matrisome","36399478"
"895","adam28","ECMregulators","matrisome","36399478"
"896","mmp21","ECMregulators","matrisome","36399478"
"897","ngly1","ECMregulators","matrisome","36399478"
"899","hspg2","Proteoglycans","matrisome","36399478"
"900","hspg2","Proteoglycans","matrisome","36399478"
"901","vcan","Proteoglycans","matrisome","36399478"
"902","bgn","Proteoglycans","matrisome","36399478"
"903","prelp","Proteoglycans","matrisome","36399478"
"904","bgn","Proteoglycans","matrisome","36399478"
"905","acan","Proteoglycans","matrisome","36399478"
"906","lum","Proteoglycans","matrisome","36399478"
"907","dcn","Proteoglycans","matrisome","36399478"
"908","ogn","Proteoglycans","matrisome","36399478"
"909","prelp","Proteoglycans","matrisome","36399478"
"910","fmod","Proteoglycans","matrisome","36399478"
"911","dcn","Proteoglycans","matrisome","36399478"
"912","prg4","Proteoglycans","matrisome","36399478"
"913","chad","Proteoglycans","matrisome","36399478"
"914","acan","Proteoglycans","matrisome","36399478"
"915","vcan","Proteoglycans","matrisome","36399478"
"916","lum","Proteoglycans","matrisome","36399478"
"917","aspn","Proteoglycans","matrisome","36399478"
"918","epyc","Proteoglycans","matrisome","36399478"
"919","ogn","Proteoglycans","matrisome","36399478"
"920","aspn","Proteoglycans","matrisome","36399478"
"921","hapln1","Proteoglycans","matrisome","36399478"
"922","omd","Proteoglycans","matrisome","36399478"
"923","chadl","Proteoglycans","matrisome","36399478"
"924","hapln1","Proteoglycans","matrisome","36399478"
"925","fmod","Proteoglycans","matrisome","36399478"
"926","prg4","Proteoglycans","matrisome","36399478"
"927","ncan","Proteoglycans","matrisome","36399478"
"928","prg2","Proteoglycans","matrisome","36399478"
"929","podn","Proteoglycans","matrisome","36399478"
"930","kera","Proteoglycans","matrisome","36399478"
"931","prg2","Proteoglycans","matrisome","36399478"
"932","bcan","Proteoglycans","matrisome","36399478"
"933","ncan","Proteoglycans","matrisome","36399478"
"934","bcan","Proteoglycans","matrisome","36399478"
"935","podn","Proteoglycans","matrisome","36399478"
"936","spock2","Proteoglycans","matrisome","36399478"
"937","impg2","Proteoglycans","matrisome","36399478"
"938","hapln4","Proteoglycans","matrisome","36399478"
"939","prg3","Proteoglycans","matrisome","36399478"
"940","impg1","Proteoglycans","matrisome","36399478"
"941","impg2","Proteoglycans","matrisome","36399478"
"942","impg1","Proteoglycans","matrisome","36399478"
"943","podnl1","Proteoglycans","matrisome","36399478"
"944","hapln2","Proteoglycans","matrisome","36399478"
"945","hapln2","Proteoglycans","matrisome","36399478"
"946","esm1","Proteoglycans","matrisome","36399478"
"947","hapln4","Proteoglycans","matrisome","36399478"
"948","optc","Proteoglycans","matrisome","36399478"
"949","spock1","Proteoglycans","matrisome","36399478"
"950","nyx","Proteoglycans","matrisome","36399478"
