"","Ligand","category","db","PMID"
"2001","PDGFB","GrowthFactor","cytosig","34594031"
"2002","PDGFA","GrowthFactor","cytosig","34594031"
"2003","PDGFB","GrowthFactor","cytosig","34594031"
"2004","PDGFA","GrowthFactor","cytosig","34594031"
"2005","PDGFB","GrowthFactor","cytosig","34594031"
"2006","AMH","GrowthFactor","cytosig","34594031"
"2007","AMH","GrowthFactor","cytosig","34594031"
"2008","AMH","GrowthFactor","cytosig","34594031"
"2009","AMH","GrowthFactor","cytosig","34594031"
"2010","NODAL","GrowthFactor","cytosig","34594031"
"2011","NODAL","GrowthFactor","cytosig","34594031"
"2012","NODAL","GrowthFactor","cytosig","34594031"
"2013","NODAL","GrowthFactor","cytosig","34594031"
"2014","NODAL","GrowthFactor","cytosig","34594031"
"2015","NODAL","GrowthFactor","cytosig","34594031"
"2016","LEFTY1","GrowthFactor","cytosig","34594031"
"2017","LEFTY1","GrowthFactor","cytosig","34594031"
"2018","LEFTY2","GrowthFactor","cytosig","34594031"
"2019","LEFTY2","GrowthFactor","cytosig","34594031"
"2020","TGFB1","GrowthFactor","cytosig","34594031"
"2021","TGFB1","GrowthFactor","cytosig","34594031"
"2022","TGFB1","GrowthFactor","cytosig","34594031"
"2023","TGFB1","GrowthFactor","cytosig","34594031"
"2024","TGFB1","GrowthFactor","cytosig","34594031"
"2025","TGFB2","GrowthFactor","cytosig","34594031"
"2026","TGFB2","GrowthFactor","cytosig","34594031"
"2027","TGFB2","GrowthFactor","cytosig","34594031"
"2028","TGFB3","GrowthFactor","cytosig","34594031"
"2029","TGFB3","GrowthFactor","cytosig","34594031"
"2030","TGFB3","GrowthFactor","cytosig","34594031"
"2031","TGFB3","GrowthFactor","cytosig","34594031"
"2032","TGFB3","GrowthFactor","cytosig","34594031"
"2033","VEGFA","GrowthFactor","cytosig","34594031"
"2034","VEGFA","GrowthFactor","cytosig","34594031"
"2035","VEGFA","GrowthFactor","cytosig","34594031"
"2036","VEGFB","GrowthFactor","cytosig","34594031"
"2037","VEGFB","GrowthFactor","cytosig","34594031"
"2038","VEGFC","GrowthFactor","cytosig","34594031"
"2039","VEGFC","GrowthFactor","cytosig","34594031"
"2040","VEGFD","GrowthFactor","cytosig","34594031"
"2041","VEGFD","GrowthFactor","cytosig","34594031"
"2042","PGF","GrowthFactor","cytosig","34594031"
"2043","PGF","GrowthFactor","cytosig","34594031"
"2044","WNT2B","GrowthFactor","cytosig","34594031"
"2045","WNT3","GrowthFactor","cytosig","34594031"
"2046","WNT3A","GrowthFactor","cytosig","34594031"
"2047","WNT4","GrowthFactor","cytosig","34594031"
"2048","WNT5B","GrowthFactor","cytosig","34594031"
"2049","WNT6","GrowthFactor","cytosig","34594031"
"2050","WNT7A","GrowthFactor","cytosig","34594031"
"2051","WNT7B","GrowthFactor","cytosig","34594031"
"2052","WNT9A","GrowthFactor","cytosig","34594031"
"2053","WNT9B","GrowthFactor","cytosig","34594031"
"2054","WNT10A","GrowthFactor","cytosig","34594031"
"2055","WNT10B","GrowthFactor","cytosig","34594031"
"2056","WNT16","GrowthFactor","cytosig","34594031"
"2057","WNT1","GrowthFactor","cytosig","34594031"
"2058","WNT1","GrowthFactor","cytosig","34594031"
"2059","WNT1","GrowthFactor","cytosig","34594031"
"2060","WNT2","GrowthFactor","cytosig","34594031"
"2061","WNT2","GrowthFactor","cytosig","34594031"
"2062","WNT2","GrowthFactor","cytosig","34594031"
"2063","WNT5A","GrowthFactor","cytosig","34594031"
"2064","WNT5A","GrowthFactor","cytosig","34594031"
"2065","WNT5A","GrowthFactor","cytosig","34594031"
"2066","WNT5A","GrowthFactor","cytosig","34594031"
"2067","WNT5A","GrowthFactor","cytosig","34594031"
"2068","WNT5A","GrowthFactor","cytosig","34594031"
"2069","WNT5A","GrowthFactor","cytosig","34594031"
"2070","WNT8A","GrowthFactor","cytosig","34594031"
"2071","WNT8A","GrowthFactor","cytosig","34594031"
"2072","WNT8A","GrowthFactor","cytosig","34594031"
"2073","WNT8A","GrowthFactor","cytosig","34594031"
"2074","WNT8A","GrowthFactor","cytosig","34594031"
"2075","WNT8A","GrowthFactor","cytosig","34594031"
"2076","WNT8A","GrowthFactor","cytosig","34594031"
"2077","WNT8A","GrowthFactor","cytosig","34594031"
"2078","WNT8A","GrowthFactor","cytosig","34594031"
"2079","WNT8B","GrowthFactor","cytosig","34594031"
"2080","WNT8B","GrowthFactor","cytosig","34594031"
"2081","WNT8B","GrowthFactor","cytosig","34594031"
"2082","WNT8B","GrowthFactor","cytosig","34594031"
"2083","WNT8B","GrowthFactor","cytosig","34594031"
"2084","WNT8B","GrowthFactor","cytosig","34594031"
"2085","WNT8B","GrowthFactor","cytosig","34594031"
"2086","WNT8B","GrowthFactor","cytosig","34594031"
"2087","WNT8B","GrowthFactor","cytosig","34594031"
"2088","WNT11","GrowthFactor","cytosig","34594031"
"2089","WNT11","GrowthFactor","cytosig","34594031"
"2090","WNT11","GrowthFactor","cytosig","34594031"
"2091","WNT11","GrowthFactor","cytosig","34594031"
"2092","CD80","Inhibitory","cytosig","34594031"
"2093","CD86","Inhibitory","cytosig","34594031"
"2094","CD274","Inhibitory","cytosig","34594031"
"2095","PDCD1LG2","Inhibitory","cytosig","34594031"
"2096","LGALS9","Inhibitory","cytosig","34594031"
"2097","HMGB1","Inhibitory","cytosig","34594031"
"2098","CEACAM1","Inhibitory","cytosig","34594031"
"2099","PVR","Inhibitory","cytosig","34594031"
"2100","ARG1","Inhibitory","cytosig","34594031"
"2101","ARG2","Inhibitory","cytosig","34594031"
"2102","B2M","Inhibitory","cytosig","34594031"
"2103"," HLA-A","Inhibitory","cytosig","34594031"
"2104"," HLA-B","Inhibitory","cytosig","34594031"
"2105"," HLA-C","Inhibitory","cytosig","34594031"
"2106","HLA-DMA","Inhibitory","cytosig","34594031"
"2107"," HLA-DMB","Inhibitory","cytosig","34594031"
"2108"," HLA-DOA","Inhibitory","cytosig","34594031"
"2109"," HLA-DOB","Inhibitory","cytosig","34594031"
"2110"," HLA-DPA1","Inhibitory","cytosig","34594031"
"2111"," HLA-DPB1","Inhibitory","cytosig","34594031"
"2112"," HLA-DQA1","Inhibitory","cytosig","34594031"
"2113"," HLA-DQA2","Inhibitory","cytosig","34594031"
"2114"," HLA-DQB1","Inhibitory","cytosig","34594031"
"2115"," HLA-DQB2","Inhibitory","cytosig","34594031"
"2116"," HLA-DRA","Inhibitory","cytosig","34594031"
"2117"," HLA-DRB1","Inhibitory","cytosig","34594031"
"2118"," HLA-DRB3","Inhibitory","cytosig","34594031"
"2119"," HLA-DRB4","Inhibitory","cytosig","34594031"
"2120"," HLA-DRB5","Inhibitory","cytosig","34594031"
"2121","PTDSS1","Inhibitory","cytosig","34594031"
"2122"," PTDSS2","Inhibitory","cytosig","34594031"
"2123","NOS1","Inhibitory","cytosig","34594031"
"2124","NOS1","Inhibitory","cytosig","34594031"
"2125","NOS1","Inhibitory","cytosig","34594031"
"2126","NOS1","Inhibitory","cytosig","34594031"
"2127"," NOS2","Inhibitory","cytosig","34594031"
"2128"," NOS2","Inhibitory","cytosig","34594031"
"2129"," NOS2","Inhibitory","cytosig","34594031"
"2130"," NOS2","Inhibitory","cytosig","34594031"
"2131"," NOS3","Inhibitory","cytosig","34594031"
"2132"," NOS3","Inhibitory","cytosig","34594031"
"2133"," NOS3","Inhibitory","cytosig","34594031"
"2134"," NOS3","Inhibitory","cytosig","34594031"
"2135","PTGES","Inhibitory","cytosig","34594031"
"2136","PTGES","Inhibitory","cytosig","34594031"
"2137","PTGES","Inhibitory","cytosig","34594031"
"2138","PTGES","Inhibitory","cytosig","34594031"
"2139"," PTGS2","Inhibitory","cytosig","34594031"
"2140"," PTGS2","Inhibitory","cytosig","34594031"
"2141"," PTGS2","Inhibitory","cytosig","34594031"
"2142"," PTGS2","Inhibitory","cytosig","34594031"
"2143","gfi1","phagocytosis","phagocytosis","36142251"
"2144","muc12","phagocytosis","phagocytosis","36142251"
"2145","muc1","phagocytosis","phagocytosis","36142251"
"2146","lrrc15","phagocytosis","phagocytosis","36142251"
"2147","muc21","phagocytosis","phagocytosis","36142251"
"2148","podxl","phagocytosis","phagocytosis","36142251"
"2149","smagp","phagocytosis","phagocytosis","36142251"
"2150","c5ar1","phagocytosis","phagocytosis","36142251"
"2151","rac1","phagocytosis","phagocytosis","36142251"
"2152","dock2","phagocytosis","phagocytosis","36142251"
"2153","nckap1l","phagocytosis","phagocytosis","36142251"
"2154","wasf2","phagocytosis","phagocytosis","36142251"
"2155","abi1","phagocytosis","phagocytosis","36142251"
"2156","cyfip1","phagocytosis","phagocytosis","36142251"
"2157","brk1","phagocytosis","phagocytosis","36142251"
"2158","actr2","phagocytosis","phagocytosis","36142251"
"2159","actr3","phagocytosis","phagocytosis","36142251"
"2160","arpc2","phagocytosis","phagocytosis","36142251"
"2161","arpc3","phagocytosis","phagocytosis","36142251"
"2162","arpc4","phagocytosis","phagocytosis","36142251"
"2163","rraga","phagocytosis","phagocytosis","36142251"
"2164","lamtor2","phagocytosis","phagocytosis","36142251"
"2165","lamtor3","phagocytosis","phagocytosis","36142251"
"2166","lamtor4","phagocytosis","phagocytosis","36142251"
"2167","nprl2","phagocytosis","phagocytosis","36142251"
"2168","nhlrc2","phagocytosis","phagocytosis","36142251"
"2169","tm2d1","phagocytosis","phagocytosis","36142251"
"2170","tm2d2","phagocytosis","phagocytosis","36142251"
"2171","tm2d3","phagocytosis","phagocytosis","36142251"
"2172","adgrf5","phagocytosis","phagocytosis","36142251"
"2173","ager","phagocytosis","phagocytosis","36142251"
"2174","aif1","phagocytosis","phagocytosis","36142251"
"2175","app","phagocytosis","phagocytosis","36142251"
"2176","atm","phagocytosis","phagocytosis","36142251"
"2177","azu1","phagocytosis","phagocytosis","36142251"
"2178","bpi","phagocytosis","phagocytosis","36142251"
"2179","c1qa","phagocytosis","phagocytosis","36142251"
"2180","c5ar1","phagocytosis","phagocytosis","36142251"
"2181","ccl3","phagocytosis","phagocytosis","36142251"
"2182","cd200","phagocytosis","phagocytosis","36142251"
"2183","cd74","phagocytosis","phagocytosis","36142251"
"2184","cd84","phagocytosis","phagocytosis","36142251"
"2185","cd93","phagocytosis","phagocytosis","36142251"
"2186","cebpa","phagocytosis","phagocytosis","36142251"
"2187","clu","phagocytosis","phagocytosis","36142251"
"2188","crtc3","phagocytosis","phagocytosis","36142251"
"2189","csf2","phagocytosis","phagocytosis","36142251"
"2190","cst7","phagocytosis","phagocytosis","36142251"
"2191","ctsc","phagocytosis","phagocytosis","36142251"
"2192","cx3cl1","phagocytosis","phagocytosis","36142251"
"2193","cx3cr1","phagocytosis","phagocytosis","36142251"
"2194","dysf","phagocytosis","phagocytosis","36142251"
"2195","edn2","phagocytosis","phagocytosis","36142251"
"2196","fcgr2b","phagocytosis","phagocytosis","36142251"
"2197","fer1l5","phagocytosis","phagocytosis","36142251"
"2198","foxp1","phagocytosis","phagocytosis","36142251"
"2199","fpr2","phagocytosis","phagocytosis","36142251"
"2200","gpr137b","phagocytosis","phagocytosis","36142251"
"2201","grn","phagocytosis","phagocytosis","36142251"
"2202","hamp","phagocytosis","phagocytosis","36142251"
"2203","havcr2","phagocytosis","phagocytosis","36142251"
"2204","hspd1","phagocytosis","phagocytosis","36142251"
"2205","ifi35","phagocytosis","phagocytosis","36142251"
"2206","ifng","phagocytosis","phagocytosis","36142251"
"2207","ifngr1","phagocytosis","phagocytosis","36142251"
"2208","ifngr2","phagocytosis","phagocytosis","36142251"
"2209","il10","phagocytosis","phagocytosis","36142251"
"2210","il13","phagocytosis","phagocytosis","36142251"
"2211","il1rl1","phagocytosis","phagocytosis","36142251"
"2212","il31ra","phagocytosis","phagocytosis","36142251"
"2213","il33","phagocytosis","phagocytosis","36142251"
"2214","il4","phagocytosis","phagocytosis","36142251"
"2215","il4r","phagocytosis","phagocytosis","36142251"
"2216","il6","phagocytosis","phagocytosis","36142251"
"2217","itgam","phagocytosis","phagocytosis","36142251"
"2218","itgb2","phagocytosis","phagocytosis","36142251"
"2219","jak2","phagocytosis","phagocytosis","36142251"
"2220","jmjd6","phagocytosis","phagocytosis","36142251"
"2221","jun","phagocytosis","phagocytosis","36142251"
"2222","jund","phagocytosis","phagocytosis","36142251"
"2223","kars1","phagocytosis","phagocytosis","36142251"
"2224","lbp","phagocytosis","phagocytosis","36142251"
"2225","ldlr","phagocytosis","phagocytosis","36142251"
"2226","lrfn5","phagocytosis","phagocytosis","36142251"
"2227","lrrk2","phagocytosis","phagocytosis","36142251"
"2228","mapt","phagocytosis","phagocytosis","36142251"
"2229","mfhas1","phagocytosis","phagocytosis","36142251"
"2230","mif","phagocytosis","phagocytosis","36142251"
"2231","mir128-1","phagocytosis","phagocytosis","36142251"
"2232","mir130a","phagocytosis","phagocytosis","36142251"
"2233","mir142","phagocytosis","phagocytosis","36142251"
"2234","mir145","phagocytosis","phagocytosis","36142251"
"2235","mir181c","phagocytosis","phagocytosis","36142251"
"2236","mmp8","phagocytosis","phagocytosis","36142251"
"2237","myo18a","phagocytosis","phagocytosis","36142251"
"2238","nmi","phagocytosis","phagocytosis","36142251"
"2239","nr1d1","phagocytosis","phagocytosis","36142251"
"2240","nr1h3","phagocytosis","phagocytosis","36142251"
"2241","pja2","phagocytosis","phagocytosis","36142251"
"2242","pla2g10","phagocytosis","phagocytosis","36142251"
"2243","pla2g3","phagocytosis","phagocytosis","36142251"
"2244","pla2g4a","phagocytosis","phagocytosis","36142251"
"2245","plcg2","phagocytosis","phagocytosis","36142251"
"2246","prkce","phagocytosis","phagocytosis","36142251"
"2247","ptprc","phagocytosis","phagocytosis","36142251"
"2248","rora","phagocytosis","phagocytosis","36142251"
"2249","sbno2","phagocytosis","phagocytosis","36142251"
"2250","shpk","phagocytosis","phagocytosis","36142251"
"2251","slc11a1","phagocytosis","phagocytosis","36142251"
"2252","snca","phagocytosis","phagocytosis","36142251"
"2253","spaca3","phagocytosis","phagocytosis","36142251"
"2254","sphk1","phagocytosis","phagocytosis","36142251"
"2255","stap1","phagocytosis","phagocytosis","36142251"
"2256","sucnr1","phagocytosis","phagocytosis","36142251"
"2257","syk","phagocytosis","phagocytosis","36142251"
"2258","syt11","phagocytosis","phagocytosis","36142251"
"2259","tafa3","phagocytosis","phagocytosis","36142251"
"2260","thbs1","phagocytosis","phagocytosis","36142251"
"2261","ticam1","phagocytosis","phagocytosis","36142251"
"2262","tlr1","phagocytosis","phagocytosis","36142251"
"2263","tlr2","phagocytosis","phagocytosis","36142251"
"2264","tlr3","phagocytosis","phagocytosis","36142251"
"2265","tlr4","phagocytosis","phagocytosis","36142251"
"2266","tlr6","phagocytosis","phagocytosis","36142251"
"2267","tmem106a","phagocytosis","phagocytosis","36142251"
"2268","tnf","phagocytosis","phagocytosis","36142251"
"2269","tnip2","phagocytosis","phagocytosis","36142251"
"2270","trem2","phagocytosis","phagocytosis","36142251"
"2271","trex1","phagocytosis","phagocytosis","36142251"
"2272","trpv1","phagocytosis","phagocytosis","36142251"
"2273","ttbk1","phagocytosis","phagocytosis","36142251"
"2274","tyrobp","phagocytosis","phagocytosis","36142251"
"2275","vsig4","phagocytosis","phagocytosis","36142251"
"2276","wnt5a","phagocytosis","phagocytosis","36142251"
"2277","zc3h12a","phagocytosis","phagocytosis","36142251"
"2278","abca7","phagocytosis","phagocytosis","36142251"
"2279","adipoq","phagocytosis","phagocytosis","36142251"
"2280","ahsg","phagocytosis","phagocytosis","36142251"
"2281","alox15","phagocytosis","phagocytosis","36142251"
"2282","ano6","phagocytosis","phagocytosis","36142251"
"2283","apoa1","phagocytosis","phagocytosis","36142251"
"2284","apoa2","phagocytosis","phagocytosis","36142251"
"2285","appl1","phagocytosis","phagocytosis","36142251"
"2286","appl2","phagocytosis","phagocytosis","36142251"
"2287","atg3","phagocytosis","phagocytosis","36142251"
"2288","atg5","phagocytosis","phagocytosis","36142251"
"2289","azu1","phagocytosis","phagocytosis","36142251"
"2290","bcr","phagocytosis","phagocytosis","36142251"
"2291","c2","phagocytosis","phagocytosis","36142251"
"2292","c3","phagocytosis","phagocytosis","36142251"
"2293","c4a","phagocytosis","phagocytosis","36142251"
"2294","c4b","phagocytosis","phagocytosis","36142251"
"2295","calr","phagocytosis","phagocytosis","36142251"
"2296","camk1d","phagocytosis","phagocytosis","36142251"
"2297","ccl2","phagocytosis","phagocytosis","36142251"
"2298","cd300a","phagocytosis","phagocytosis","36142251"
"2299","cd300lf","phagocytosis","phagocytosis","36142251"
"2300","cd36","phagocytosis","phagocytosis","36142251"
"2301","cd47","phagocytosis","phagocytosis","36142251"
"2302","clec7a","phagocytosis","phagocytosis","36142251"
"2303","cnn2","phagocytosis","phagocytosis","36142251"
"2304","colec10","phagocytosis","phagocytosis","36142251"
"2305","colec11","phagocytosis","phagocytosis","36142251"
"2306","csk","phagocytosis","phagocytosis","36142251"
"2307","cyba","phagocytosis","phagocytosis","36142251"
"2308","dnm2","phagocytosis","phagocytosis","36142251"
"2309","dock2","phagocytosis","phagocytosis","36142251"
"2310","dysf","phagocytosis","phagocytosis","36142251"
"2311","f2rl1","phagocytosis","phagocytosis","36142251"
"2312","fcer1g","phagocytosis","phagocytosis","36142251"
"2313","fcgr2b","phagocytosis","phagocytosis","36142251"
"2314","fcn1","phagocytosis","phagocytosis","36142251"
"2315","fcn2","phagocytosis","phagocytosis","36142251"
"2316","fcn3","phagocytosis","phagocytosis","36142251"
"2317","fer1l5","phagocytosis","phagocytosis","36142251"
"2318","fgr","phagocytosis","phagocytosis","36142251"
"2319","fpr2","phagocytosis","phagocytosis","36142251"
"2320","gas6","phagocytosis","phagocytosis","36142251"
"2321","gata2","phagocytosis","phagocytosis","36142251"
"2322","hck","phagocytosis","phagocytosis","36142251"
"2323","hmgb1","phagocytosis","phagocytosis","36142251"
"2324","ifng","phagocytosis","phagocytosis","36142251"
"2325","il15","phagocytosis","phagocytosis","36142251"
"2326","il15ra","phagocytosis","phagocytosis","36142251"
"2327","il1b","phagocytosis","phagocytosis","36142251"
"2328","il2rb","phagocytosis","phagocytosis","36142251"
"2329","il2rg","phagocytosis","phagocytosis","36142251"
"2330","itga2","phagocytosis","phagocytosis","36142251"
"2331","itgav","phagocytosis","phagocytosis","36142251"
"2332","lman2","phagocytosis","phagocytosis","36142251"
"2333","lyar","phagocytosis","phagocytosis","36142251"
"2334","mbl2","phagocytosis","phagocytosis","36142251"
"2335","mertk","phagocytosis","phagocytosis","36142251"
"2336","mfge8","phagocytosis","phagocytosis","36142251"
"2337","mir17","phagocytosis","phagocytosis","36142251"
"2338","mir181b1","phagocytosis","phagocytosis","36142251"
"2339","mir183","phagocytosis","phagocytosis","36142251"
"2340","mir20a","phagocytosis","phagocytosis","36142251"
"2341","myo18a","phagocytosis","phagocytosis","36142251"
"2342","nckap1l","phagocytosis","phagocytosis","36142251"
"2343","nod2","phagocytosis","phagocytosis","36142251"
"2344","olfm4","phagocytosis","phagocytosis","36142251"
"2345","pip4p2","phagocytosis","phagocytosis","36142251"
"2346","pla2g5","phagocytosis","phagocytosis","36142251"
"2347","plcg2","phagocytosis","phagocytosis","36142251"
"2348","plscr1","phagocytosis","phagocytosis","36142251"
"2349","prkcg","phagocytosis","phagocytosis","36142251"
"2350","prtn3","phagocytosis","phagocytosis","36142251"
"2351","ptprc","phagocytosis","phagocytosis","36142251"
"2352","ptprj","phagocytosis","phagocytosis","36142251"
"2353","ptx3","phagocytosis","phagocytosis","36142251"
"2354","pycard","phagocytosis","phagocytosis","36142251"
"2355","rab27a","phagocytosis","phagocytosis","36142251"
"2356","rab31","phagocytosis","phagocytosis","36142251"
"2357","rack1","phagocytosis","phagocytosis","36142251"
"2358","scarb1","phagocytosis","phagocytosis","36142251"
"2359","sftpd","phagocytosis","phagocytosis","36142251"
"2360","sirpa","phagocytosis","phagocytosis","36142251"
"2361","sirpb1","phagocytosis","phagocytosis","36142251"
"2362","sirpg","phagocytosis","phagocytosis","36142251"
"2363","slc11a1","phagocytosis","phagocytosis","36142251"
"2364","snx3","phagocytosis","phagocytosis","36142251"
"2365","sod1","phagocytosis","phagocytosis","36142251"
"2366","spaca3","phagocytosis","phagocytosis","36142251"
"2367","sphk1","phagocytosis","phagocytosis","36142251"
"2368","stap1","phagocytosis","phagocytosis","36142251"
"2369","syk","phagocytosis","phagocytosis","36142251"
"2370","syt11","phagocytosis","phagocytosis","36142251"
"2371","syt7","phagocytosis","phagocytosis","36142251"
"2372","tgm2","phagocytosis","phagocytosis","36142251"
"2373","tlr2","phagocytosis","phagocytosis","36142251"
"2374","tnf","phagocytosis","phagocytosis","36142251"
"2375","trem2","phagocytosis","phagocytosis","36142251"
"2376","tub","phagocytosis","phagocytosis","36142251"
"2377","tulp1","phagocytosis","phagocytosis","36142251"
"2378","ard1","apoptosis","deathbase"," 20383157"
"2379","ark","apoptosis","deathbase"," 20383157"
"2380","dcp-1","apoptosis","deathbase"," 20383157"
"2381","decay","apoptosis","deathbase"," 20383157"
"2382","dream","apoptosis","deathbase"," 20383157"
"2383","htra2","apoptosis","deathbase"," 20383157"
"2384","iap2","apoptosis","deathbase"," 20383157"
"2385","ice","apoptosis","deathbase"," 20383157"
"2386","jafrac2","apoptosis","deathbase"," 20383157"
"2387","nc","apoptosis","deathbase"," 20383157"
"2388","rpr","apoptosis","deathbase"," 20383157"
"2389","skl","apoptosis","deathbase"," 20383157"
"2390","th","apoptosis","deathbase"," 20383157"
"2391","w","apoptosis","deathbase"," 20383157"
"2392","anp32a","apoptosis","deathbase"," 20383157"
"2393","apaf1","apoptosis","deathbase"," 20383157"
"2394","aven","apoptosis","deathbase"," 20383157"
"2395","bad","apoptosis","deathbase"," 20383157"
"2396","bak1","apoptosis","deathbase"," 20383157"
"2397","bak1","apoptosis","deathbase"," 20383157"
"2398","bax","apoptosis","deathbase"," 20383157"
"2399","bbc3","apoptosis","deathbase"," 20383157"
"2400","bcl2","apoptosis","deathbase"," 20383157"
"2401","bcl2a1","apoptosis","deathbase"," 20383157"
"2402","bcl2l1","apoptosis","deathbase"," 20383157"
"2403","bcl2l10","apoptosis","deathbase"," 20383157"
"2404","bcl2l11","apoptosis","deathbase"," 20383157"
"2405","bcl2l12","apoptosis","deathbase"," 20383157"
"2406","bcl2l14","apoptosis","deathbase"," 20383157"
"2407","bcl2l2","apoptosis","deathbase"," 20383157"
"2408","bid","apoptosis","deathbase"," 20383157"
"2409","bik","apoptosis","deathbase"," 20383157"
"2410","birc2","apoptosis","deathbase"," 20383157"
"2411","birc3","apoptosis","deathbase"," 20383157"
"2412","bmf","apoptosis","deathbase"," 20383157"
"2413","bnip3","apoptosis","deathbase"," 20383157"
"2414","bnip3l","apoptosis","deathbase"," 20383157"
"2415","casp10","apoptosis","deathbase"," 20383157"
"2416","casp3","apoptosis","deathbase"," 20383157"
"2417","casp6","apoptosis","deathbase"," 20383157"
"2418","casp7","apoptosis","deathbase"," 20383157"
"2419","casp8","apoptosis","deathbase"," 20383157"
"2420","casp9","apoptosis","deathbase"," 20383157"
"2421","cflar","apoptosis","deathbase"," 20383157"
"2422","cradd","apoptosis","deathbase"," 20383157"
"2423","cse1l","apoptosis","deathbase"," 20383157"
"2424","cycs","apoptosis","deathbase"," 20383157"
"2425","diablo","apoptosis","deathbase"," 20383157"
"2426","fadd","apoptosis","deathbase"," 20383157"
"2427","fas","apoptosis","deathbase"," 20383157"
"2428","faslg","apoptosis","deathbase"," 20383157"
"2429","hrk","apoptosis","deathbase"," 20383157"
"2430","mcl1","apoptosis","deathbase"," 20383157"
"2431","moap1","apoptosis","deathbase"," 20383157"
"2432","pmaip1","apoptosis","deathbase"," 20383157"
"2433","ripk1","apoptosis","deathbase"," 20383157"
"2434","sh3glb1","apoptosis","deathbase"," 20383157"
"2435","tnf","apoptosis","deathbase"," 20383157"
"2436","tnfrsf10a","apoptosis","deathbase"," 20383157"
"2437","tnfrsf10b","apoptosis","deathbase"," 20383157"
"2438","tnfrsf10c","apoptosis","deathbase"," 20383157"
"2439","tnfrsf10d","apoptosis","deathbase"," 20383157"
"2440","tnfrsf1a","apoptosis","deathbase"," 20383157"
"2441","tnfrsf1b","apoptosis","deathbase"," 20383157"
"2442","tnfsf10","apoptosis","deathbase"," 20383157"
"2443","tp53","apoptosis","deathbase"," 20383157"
"2444","tradd","apoptosis","deathbase"," 20383157"
"2445","xiap","apoptosis","deathbase"," 20383157"
"2446","apaf1","apoptosis","deathbase"," 20383157"
"2447","bad","apoptosis","deathbase"," 20383157"
"2448","bak1","apoptosis","deathbase"," 20383157"
"2449","bax","apoptosis","deathbase"," 20383157"
"2450","bbc3","apoptosis","deathbase"," 20383157"
"2451","bcl2","apoptosis","deathbase"," 20383157"
"2452","bcl2a1a","apoptosis","deathbase"," 20383157"
"2453","bcl2l1","apoptosis","deathbase"," 20383157"
"2454","bcl2l11","apoptosis","deathbase"," 20383157"
"2455","bcl2l2","apoptosis","deathbase"," 20383157"
"2456","bid","apoptosis","deathbase"," 20383157"
"2457","bmf","apoptosis","deathbase"," 20383157"
"2458","bnip3","apoptosis","deathbase"," 20383157"
"2459","bnip3l","apoptosis","deathbase"," 20383157"
"2460","casp2","apoptosis","deathbase"," 20383157"
"2461","casp3","apoptosis","deathbase"," 20383157"
"2462","casp7","apoptosis","deathbase"," 20383157"
"2463","casp8","apoptosis","deathbase"," 20383157"
"2464","casp9","apoptosis","deathbase"," 20383157"
"2465","cflar","apoptosis","deathbase"," 20383157"
"2466","cycs","apoptosis","deathbase"," 20383157"
"2467","fadd","apoptosis","deathbase"," 20383157"
"2468","fas","apoptosis","deathbase"," 20383157"
"2469","fasl","apoptosis","deathbase"," 20383157"
"2470","hrk","apoptosis","deathbase"," 20383157"
"2471","mcl1","apoptosis","deathbase"," 20383157"
"2472","pmaip1","apoptosis","deathbase"," 20383157"
"2473","tnf","apoptosis","deathbase"," 20383157"
"2474","tnfrsf10b","apoptosis","deathbase"," 20383157"
"2475","tnfrsf11b","apoptosis","deathbase"," 20383157"
"2476","tnfrsf1a","apoptosis","deathbase"," 20383157"
"2477","tnfrsf1b","apoptosis","deathbase"," 20383157"
"2478","tnfrsf22","apoptosis","deathbase"," 20383157"
"2479","tnfrsf23","apoptosis","deathbase"," 20383157"
"2480","tnfsf10","apoptosis","deathbase"," 20383157"
"2481","tradd","apoptosis","deathbase"," 20383157"
"2482","trp53","apoptosis","deathbase"," 20383157"
"2483","xiap","apoptosis","deathbase"," 20383157"
"2484","bad","apoptosis","deathbase"," 20383157"
"2485","bax","apoptosis","deathbase"," 20383157"
"2486","baxb","apoptosis","deathbase"," 20383157"
"2487","bcl2","apoptosis","deathbase"," 20383157"
"2488","bcl2l","apoptosis","deathbase"," 20383157"
"2489","bida","apoptosis","deathbase"," 20383157"
"2490","bik","apoptosis","deathbase"," 20383157"
"2491","birc2","apoptosis","deathbase"," 20383157"
"2492","bmf2","apoptosis","deathbase"," 20383157"
"2493","casp2","apoptosis","deathbase"," 20383157"
"2494","casp3l","apoptosis","deathbase"," 20383157"
"2495","casp8","apoptosis","deathbase"," 20383157"
"2496","casp8b","apoptosis","deathbase"," 20383157"
"2497","cflar","apoptosis","deathbase"," 20383157"
"2498","fas","apoptosis","deathbase"," 20383157"
"2499","hdr","apoptosis","deathbase"," 20383157"
"2500","mcl1a","apoptosis","deathbase"," 20383157"
"2501","mcl1b","apoptosis","deathbase"," 20383157"
"2502","pmaip1","apoptosis","deathbase"," 20383157"
"2503","tnfrsfa","apoptosis","deathbase"," 20383157"
"2504","tnfsf10l","apoptosis","deathbase"," 20383157"
"2505","tnfsf10l2","apoptosis","deathbase"," 20383157"
"2506","tnfsf10l3","apoptosis","deathbase"," 20383157"
